,FULL_NAME,YEAR_START,YEAR_END,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,COLLEGE,PLAYER_ID
2719,Kenny Natt,1981,1985,G,6-3,185.0,"October 5, 1958",University of Louisiana at Monroe,77692.0
2720,Willie Naulls,1957,1966,F-C,6-6,225.0,"October 7, 1934","University of California, Los Angeles",77693.0
2722,Craig Neal,1989,1991,G,6-5,165.0,"February 16, 1964",Georgia Institute of Technology,77694.0
2724,Jim Neal,1954,1955,C,6-11,235.0,"May 21, 1930",Wofford College,77695.0
2725,Lloyd Neal,1973,1979,C-F,6-7,225.0,"December 10, 1950",Tennessee State University,77696.0
2726,Ed Nealy,1983,1993,F,6-7,238.0,"February 19, 1960",Kansas State University,77697.0
2728,Barry Nelson,1972,1972,C,6-10,230.0,"September 19, 1949",Duquesne University,77699.0
2730,Don Nelson,1963,1976,F,6-6,210.0,"May 15, 1940",University of Iowa,77700.0
2731,Jameer Nelson,2005,2018,G,6-0,190.0,"February 9, 1982",Saint Joseph's University,2749.0
2732,Louie Nelson,1974,1978,G,6-3,190.0,"May 28, 1951",University of Washington,77701.0
2733,Ron Nelson,1971,1971,G,6-2,175.0,"October 7, 1946",University of New Mexico,80841.0
2735,Dick Nemelka,1971,1971,G,6-0,175.0,"October 1, 1943",Brigham Young University,80598.0
2737,Martin Nessley,1988,1988,C,7-2,260.0,"February 16, 1965",Duke University,77704.0
2738,Bob Netolicky,1968,1976,F-C,6-9,220.0,"August 2, 1942",Drake University,80735.0
2739,Johnny Neumann,1972,1978,G-F,6-6,200.0,"September 11, 1951",University of Mississippi,77705.0
2740,Paul Neumann,1962,1967,G,6-1,175.0,"January 30, 1938",Stanford University,77706.0
2741,Chuck Nevitt,1983,1994,C,7-5,217.0,"June 13, 1959",North Carolina State University,77707.0
2745,Mike Newlin,1972,1982,G-F,6-4,200.0,"January 2, 1949",University of Utah,77710.0
2746,Johnny Newman,1987,2002,F-G,6-7,190.0,"November 28, 1963",University of Richmond,271.0
2747,Dave Newmark,1969,1971,C,7-0,240.0,"September 11, 1946",Columbia University,77712.0
2749,Georges Niang,2017,2017,F,6-8,230.0,"June 17, 1993",Iowa State University,1627777.0
2750,Demetris Nichols,2008,2009,F,6-8,216.0,"September 4, 1984",Syracuse University,201193.0
2751,Jack Nichols,1949,1958,C-F,6-7,222.0,"April 9, 1926",University of Washington,77713.0
2752,Andrew Nicholson,2013,2017,F,6-9,250.0,"December 8, 1989",St. Bonaventure University,203094.0
2753,Gaylon Nickerson,1997,1997,G,6-3,190.0,"February 5, 1969",Northwestern Oklahoma State University,1093.0
2754,Carl Nicks,1981,1983,G,6-1,175.0,"October 6, 1958",Indiana State University,77715.0
2755,Rich Niemann,1969,1972,C,7-0,245.0,"July 2, 1946",Saint Louis University,77716.0
2757,Mike Niles,1981,1981,F,6-6,225.0,"March 31, 1955","California State University, Fullerton",77718.0
2758,Kurt Nimphius,1982,1990,C-F,6-10,218.0,"March 13, 1958",Arizona State University,77719.0
2759,Dyron Nix,1990,1990,F,6-7,210.0,"February 11, 1967",University of Tennessee,77720.0
2760,Norm Nixon,1978,1989,G,6-2,170.0,"October 11, 1955",Duquesne University,77721.0
2761,Joakim Noah,2008,2018,C,6-11,230.0,"February 25, 1985",University of Florida,201149.0
2762,Chuck Noble,1956,1962,G,6-4,190.0,"July 24, 1931",University of Louisville,77722.0
2763,David Noel,2007,2007,F,6-6,230.0,"February 27, 1984",University of North Carolina,200786.0
2764,Nerlens Noel,2015,2018,C-F,6-11,228.0,"April 10, 1994",University of Kentucky,203457.0
2766,Jim Nolan,1950,1950,C,6-8,210.0,"June 9, 1927",Georgia Institute of Technology,77724.0
2767,Jeff Nordgaard,1998,1998,F,6-7,225.0,"February 23, 1973",University of Wisconsin-Green Bay,999.0
2770,Connie Norman,1975,1979,G,6-3,175.0,"September 24, 1953",University of Arizona,77729.0
2771,Ken Norman,1988,1997,F,6-8,215.0,"September 5, 1964",University of Illinois at Urbana-Champaign,80.0
2772,Audie Norris,1983,1985,C,6-9,230.0,"December 18, 1960",Jackson State University,77731.0
2773,Moochie Norris,1997,2006,G,6-1,175.0,"July 27, 1973",University of West Florida,983.0
2774,Sylvester Norris,1980,1980,C,6-11,220.0,"February 18, 1957",Jackson State University,77732.0
2775,Willie Norwood,1972,1978,F,6-7,220.0,"August 8, 1947",Alcorn State University,77733.0
2779,Steve Novak,2007,2017,F,6-10,225.0,"June 13, 1983",Marquette University,200779.0
2780,Mel Nowell,1963,1968,G,6-2,170.0,"December 27, 1939",Ohio State University,77737.0
2785,Charles O'Bannon,1998,1999,G-F,6-5,209.0,"February 22, 1975","University of California, Los Angeles",1525.0
2786,Ed O'Bannon,1996,1997,F,6-8,222.0,"August 14, 1972","University of California, Los Angeles",709.0
2790,Jim O'Brien,1974,1975,F,6-7,200.0,"November 7, 1951",University of Maryland,81707.0
2791,Jimmy O'Brien,1972,1975,G,6-1,170.0,"April 9, 1950",Boston College,81398.0
2794,Patrick O'Bryant,2007,2010,C,7-0,260.0,"June 20, 1986",Bradley University,200753.0
2798,Fran O'Hanlon,1971,1971,G,6-1,175.0,"August 24, 1948",Villanova University,81131.0
2799,Dick O'Keefe,1948,1951,G-F,6-2,185.0,"September 29, 1923",Santa Clara University,77752.0
2800,Tommy O'Keefe,1951,1951,G,6-2,185.0,"June 3, 1928",Georgetown University,77753.0
2801,Mike O'Koren,1981,1988,F-G,6-7,207.0,"February 7, 1958",University of North Carolina,77754.0
2802,Grady O'Malley,1970,1970,F,6-5,205.0,"April 25, 1948",Manhattan College,77766.0
2803,Shaquille O'Neal,1993,2011,C,7-1,325.0,"March 6, 1972",Louisiana State University,406.0
2805,Kyle O'Quinn,2013,2018,F-C,6-10,250.0,"March 26, 1990",Norfolk State University,203124.0
2806,Kevin O'Shea,1951,1953,G,6-2,175.0,"July 10, 1925",University of Notre Dame,77773.0
2809,Charles Oakley,1986,2004,F-C,6-8,225.0,"December 18, 1963",Virginia Union University,891.0
2811,Greg Oden,2009,2014,C,7-0,250.0,"January 22, 1988",Ohio State University,201141.0
2812,Lamar Odom,2000,2013,F,6-10,220.0,"November 6, 1979",University of Rhode Island,1885.0
2814,Ralph Ogden,1971,1971,F,6-5,205.0,"January 25, 1948",Santa Clara University,77748.0
2816,Don Ohl,1961,1970,G,6-3,190.0,"April 18, 1936",University of Illinois at Urbana-Champaign,77751.0
2817,Semi Ojeleye,2018,2018,F,6-7,241.0,"December 5, 1994",Southern Methodist University,1628400.0
2818,Emeka Okafor,2005,2013,C-F,6-10,252.0,"September 28, 1982",University of Connecticut,2731.0
2819,Jahlil Okafor,2016,2018,C-F,6-11,275.0,"December 15, 1995",Duke University,1626143.0
2820,Victor Oladipo,2014,2018,G,6-4,210.0,"May 4, 1992",Indiana University,203506.0
2821,Hakeem Olajuwon,1985,2002,C,7-0,255.0,"January 21, 1963",University of Houston,165.0
2823,Jawann Oldham,1981,1991,C,7-0,215.0,"July 4, 1957",Seattle University,77757.0
2825,Frank Oleynick,1976,1977,G,6-2,185.0,"February 20, 1955",Seattle University,77759.0
2826,John Olive,1979,1980,F,6-7,210.0,"March 1, 1955",Villanova University,77760.0
2827,Brian Oliver,1991,1998,G,6-4,210.0,"June 1, 1968",Georgia Institute of Technology,1680.0
2829,Jimmy Oliver,1992,1999,G-F,6-5,205.0,"July 12, 1969",Purdue University,1429.0
2832,Michael Olowokandi,1999,2007,C,7-0,269.0,"April 3, 1975",University of the Pacific,1709.0
2834,Kelly Olynyk,2014,2018,C-F,7-0,238.0,"April 19, 1991",Gonzaga University,203482.0
2836,Chinanu Onuaku,2017,2017,F-C,6-10,245.0,"November 1, 1996",University of Louisville,1627778.0
2837,Barry Orms,1969,1970,G,6-3,190.0,"May 1, 1946",Saint Louis University,77768.0
2838,Johnny Orr,1950,1950,F,6-3,195.0,"June 10, 1927",Beloit College,77769.0
2839,Louis Orr,1981,1988,F,6-8,175.0,"May 7, 1958",Syracuse University,77770.0
2840,Jose Ortiz,1989,1990,F,6-10,225.0,"October 25, 1963",Oregon State University,77771.0
2841,Daniel Orton,2012,2014,C-F,6-10,255.0,"August 6, 1990",University of Kentucky,202350.0
2842,Chuck Osborne,1962,1962,F,6-6,210.0,"January 21, 1939",Western Kentucky University,77772.0
2843,Wally Osterkorn,1952,1955,F-C,6-5,215.0,"July 6, 1928",University of Illinois at Urbana-Champaign,77775.0
2844,Greg Ostertag,1996,2006,C,7-2,280.0,"March 6, 1973",University of Kansas,731.0
2847,Mac Otten,1950,1950,F-C,6-7,220.0,"December 16, 1925",Bowling Green State University,77779.0
2850,Claude Overton,1953,1953,G,6-2,195.0,"December 16, 1927",East Central University,77780.0
2851,Doug Overton,1993,2004,G,6-3,190.0,"August 3, 1969",La Salle University,77.0
2853,Billy Owens,1992,2001,F-G,6-8,220.0,"May 1, 1969",Syracuse University,182.0
2854,Chris Owens,2003,2003,F,6-7,245.0,"March 1, 1979",University of Texas at Austin,2442.0
2855,Eddie Owens,1978,1978,F,6-7,210.0,"December 26, 1953","University of Nevada, Las Vegas",77782.0
2856,Jim Owens,1974,1975,F,6-5,200.0,"May 1, 1950",Arizona State University,77784.0
2860,Tom Owens,1972,1983,C-F,6-10,215.0,"June 28, 1949",University of South Carolina,77786.0
2862,Joe Pace,1977,1978,C,6-10,220.0,"December 18, 1953",Coppin State University,77788.0
2865,Gerald Paddio,1991,1994,F-G,6-7,205.0,"April 21, 1965","University of Nevada, Las Vegas",77789.0
2866,Scott Padgett,2000,2007,F,6-9,240.0,"April 19, 1976",University of Kentucky,1909.0
2867,Dana Pagett,1972,1972,G,6-2,180.0,"March 29, 1949",University of Southern California,81308.0
2868,Marcus Paige,2018,2018,G,6-1,175.0,"September 11, 1993",University of North Carolina,1627779.0
2871,Togo Palazzi,1955,1960,F-G,6-4,205.0,"August 8, 1932",College of the Holy Cross,77791.0
2873,Jim Palmer,1959,1961,F-C,6-8,224.0,"June 8, 1933",University of Dayton,77792.0
2874,Walter Palmer,1991,1993,C-F,7-1,215.0,"October 23, 1968",Dartmouth College,77794.0
2879,Robert Parish,1977,1997,C,7-0,230.0,"August 30, 1953",Centenary College of Louisiana,305.0
2881,Anthony Parker,1998,2012,G,6-6,215.0,"June 19, 1975",Bradley University,1515.0
2882,Jabari Parker,2015,2017,F,6-8,250.0,"March 15, 1995",Duke University,203953.0
2884,Sonny Parker,1977,1982,F-G,6-6,200.0,"March 22, 1955",Texas A&M University,77800.0
2885,Barry Parkhill,1974,1976,G,6-4,185.0,"May 10, 1951",University of Virginia,81718.0
2886,Jack Parkinson,1950,1950,G,6-0,174.0,"March 4, 1924",University of Kentucky,77801.0
2887,Cherokee Parks,1996,2004,C-F,6-11,235.0,"October 11, 1972",Duke University,685.0
2888,Richard Parks,1968,1968,F,6-7,235.0,"October 28, 1943",Saint Louis University,80582.0
2889,Jack Parr,1959,1959,C,6-9,220.0,"March 13, 1936",Kansas State University,77802.0
2892,Chandler Parsons,2012,2018,F,6-10,230.0,"October 25, 1988",University of Florida,202718.0
2897,Andrae Patterson,1999,2000,F,6-9,238.0,"November 12, 1975",Indiana University,1754.0
2898,George Patterson,1968,1968,C-F,6-8,230.0,"November 26, 1939",University of Toledo,77811.0
2899,Lamar Patterson,2016,2017,G-F,6-5,225.0,"August 12, 1991",University of Pittsburgh,203934.0
2900,Patrick Patterson,2011,2018,F,6-9,230.0,"March 14, 1989",University of Kentucky,202335.0
2901,Ruben Patterson,1999,2008,F,6-5,224.0,"July 31, 1975",University of Cincinnati,1739.0
2902,Steve Patterson,1972,1976,C,6-9,225.0,"June 24, 1948","University of California, Los Angeles",77812.0
2906,Chris Paul,2006,2018,G,6-0,175.0,"May 6, 1985",Wake Forest University,101108.0
2907,Charlie Paulk,1969,1972,F-C,6-8,219.0,"June 14, 1946",Northeastern State University,77815.0
2908,Jerry Paulson,1958,1958,G,6-2,185.0,"July 21, 1935",Manhattan College,77816.0
2909,Billy Paultz,1971,1985,C-F,6-11,235.0,"July 30, 1948",St. John's University,77817.0
2910,Jim Paxson,1957,1958,F-G,6-6,200.0,"December 19, 1932",University of Dayton,77819.0
2911,Jim Paxson,1980,1990,G-F,6-6,200.0,"July 9, 1957",University of Dayton,77819.0
2912,John Paxson,1984,1994,G,6-2,185.0,"September 29, 1960",University of Notre Dame,77820.0
2914,Adreian Payne,2015,2018,F-C,6-10,237.0,"February 19, 1991",Michigan State University,203940.0
2915,Cameron Payne,2016,2017,G,6-3,185.0,"August 8, 1994",Murray State University,1626166.0
2916,Kenny Payne,1990,1993,F-G,6-8,195.0,"November 25, 1966",University of Louisville,77822.0
2918,Elfrid Payton,2015,2018,G,6-4,185.0,"February 22, 1994",University of Louisiana at Lafayette,203901.0
2919,Gary Payton,1991,2007,G,6-4,180.0,"July 23, 1968",Oregon State University,56.0
2920,Gary Payton,2017,2018,G,6-3,190.0,"December 1, 1992",Oregon State University,56.0
2921,Mel Payton,1952,1953,F-G,6-4,185.0,"July 16, 1926",Tulane University,77824.0
2924,Wiley Peck,1980,1980,G,6-7,220.0,"September 15, 1957",Mississippi State University,77827.0
2925,Rich Peek,1968,1968,C,6-11,230.0,"October 28, 1943",Louisiana Tech University,80702.0
2926,Anthony Peeler,1993,2005,G,6-4,208.0,"November 25, 1969",University of Missouri,324.0
2927,George Peeples,1968,1973,C-F,6-7,190.0,"October 30, 1943",University of Iowa,80612.0
2931,Jerry Pender,1974,1974,G,6-2,185.0,"February 12, 1950","California State University, Fresno",81505.0
2934,Mike Peplowski,1994,1996,C,6-10,270.0,"October 15, 1970",Michigan State University,46.0
2935,Will Perdue,1989,2001,C,7-0,240.0,"August 29, 1965",Vanderbilt University,781.0
2936,Sam Perkins,1985,2001,F-C,6-9,235.0,"June 14, 1961",University of North Carolina,64.0
2937,Warren Perkins,1950,1951,G-F,6-3,190.0,"February 2, 1922",Tulane University,77834.0
2940,Curtis Perry,1971,1978,F,6-7,220.0,"September 13, 1948",Missouri State University,77835.0
2941,Elliot Perry,1992,2002,G,6-0,150.0,"March 28, 1969",University of Memphis,386.0
2942,Ron Perry,1968,1970,G,6-3,190.0,"December 29, 1943",Virginia Polytechnic Institute and State University,79733.0
2943,Tim Perry,1989,1996,F-C,6-9,200.0,"June 4, 1965",Temple University,897.0
2944,Chuck Person,1987,2000,F,6-8,220.0,"June 27, 1964",Auburn University,456.0
2945,Wesley Person,1995,2005,G,6-6,195.0,"March 28, 1971",Auburn University,445.0
2946,Alec Peters,2018,2018,F,6-9,232.0,"April 13, 1995",Valparaiso University,1628409.0
2947,Jim Petersen,1985,1992,F-C,6-10,235.0,"February 22, 1962",University of Minnesota,77839.0
2948,Loy Petersen,1969,1970,G,6-5,205.0,"July 26, 1945",Oregon State University,77840.0
2949,Bob Peterson,1954,1956,F,6-5,210.0,"January 25, 1932",University of Oregon,77843.0
2950,Ed Peterson,1950,1951,C,6-9,220.0,"June 27, 1924",Cornell University,77841.0
2951,Mel Peterson,1964,1970,G-F,6-4,185.0,"March 23, 1938",Wheaton College,77842.0
2952,Morris Peterson,2001,2011,F,6-7,218.0,"August 26, 1977",Michigan State University,2050.0
2953,Geoff Petrie,1971,1976,G,6-4,190.0,"April 17, 1948",Princeton University,77844.0
2954,Richard Petruska,1994,1994,C-F,6-10,260.0,"January 25, 1969","University of California, Los Angeles",77846.0
2955,Bob Pettit,1955,1965,F-C,6-9,205.0,"December 12, 1932",Louisiana State University,77847.0
2956,Jerry Pettway,1968,1969,G-F,6-3,185.0,"February 13, 1944",Northwood Institute,80673.0
2957,Roger Phegley,1979,1984,G-F,6-6,205.0,"October 16, 1956",Bradley University,77848.0
2958,Jack Phelan,1950,1950,F,6-5,195.0,"November 6, 1925",DePaul University,82088.0
2962,Andy Phillip,1948,1958,G-F,6-2,195.0,"March 7, 1922",University of Illinois at Urbana-Champaign,77853.0
2963,Eddie Phillips,1983,1983,F,6-7,225.0,"September 29, 1961",University of Alabama,77854.0
2964,Gary Phillips,1962,1966,G,6-3,189.0,"December 7, 1939",University of Houston,77855.0
2965,Gene Phillips,1972,1973,G,6-4,175.0,"October 25, 1948",Southern Methodist University,81374.0
2966,Bobby Phills,1992,2000,G,6-5,210.0,"December 20, 1969",Southern University and A&M College,184.0
2967,Eric Piatkowski,1995,2008,G-F,6-7,215.0,"September 30, 1970",University of Nebraska,15.0
2969,Paul Pierce,1999,2017,F-G,6-7,235.0,"October 13, 1977",University of Kansas,1718.0
2970,Ricky Pierce,1983,1998,G,6-4,205.0,"August 19, 1959",Rice University,894.0
2971,Stan Pietkiewicz,1979,1981,G-F,6-5,200.0,"July 14, 1956",Auburn University,77858.0
2972,John Pilch,1952,1952,F,6-3,185.0,"July 11, 1925",University of Wyoming,77859.0
2973,Ed Pinckney,1986,1997,F,6-9,195.0,"March 27, 1963",Villanova University,291.0
2975,John Pinone,1984,1984,F,6-8,230.0,"February 19, 1961",Villanova University,77861.0
2976,Dave Piontek,1957,1963,F-C,6-6,230.0,"August 27, 1934",Xavier University,77862.0
2977,Tom Piotrowski,1984,1984,C,7-1,240.0,"October 17, 1960",La Salle University,77863.0
2978,Scottie Pippen,1988,2004,F-G,6-8,210.0,"September 25, 1965",University of Central Arkansas,937.0
2980,Dexter Pittman,2011,2014,C,6-11,308.0,"March 2, 1988",University of Texas at Austin,202354.0
2982,Mason Plumlee,2014,2018,C-F,6-11,245.0,"March 5, 1990",Duke University,203486.0
2983,Miles Plumlee,2013,2018,C-F,6-11,249.0,"September 1, 1988",Duke University,203101.0
2984,Gary Plummer,1985,1993,F-C,6-9,215.0,"February 21, 1962",Boston University,77865.0
2985,Jakob Poeltl,2017,2018,C,7-0,248.0,"October 15, 1995",University of Utah,1627751.0
2986,Dwayne Polee,1987,1987,G,6-5,180.0,"March 2, 1963",Pepperdine University,77866.0
2987,Jim Pollard,1949,1955,F-C,6-4,185.0,"July 9, 1922",Stanford University,77867.0
2988,Scot Pollard,1998,2008,C,6-11,265.0,"February 12, 1975",University of Kansas,1513.0
2989,Ralph Polson,1953,1953,F-C,6-7,200.0,"October 26, 1929",Whitworth,77868.0
2990,Olden Polynice,1988,2004,C-F,6-11,220.0,"November 21, 1964",University of Virginia,178.0
2991,Cliff Pondexter,1976,1978,F-C,6-9,233.0,"September 15, 1954","California State University, Long Beach",77869.0
2992,Quincy Pondexter,2011,2018,G-F,6-7,220.0,"March 10, 1988",University of Washington,202347.0
2993,David Pope,1985,1986,F,6-7,220.0,"April 15, 1962",Norfolk State University,77870.0
2994,Mark Pope,1998,2005,F,6-10,235.0,"September 11, 1972",University of Kentucky,998.0
2995,Dave Popson,1989,1992,F-C,6-10,220.0,"May 17, 1964",University of North Carolina,77872.0
2996,Ben Poquette,1978,1987,F-C,6-9,235.0,"May 7, 1955",Central Michigan University,77873.0
2997,Chris Porter,2001,2001,F,6-7,218.0,"May 9, 1978",Auburn University,2084.0
2998,Howard Porter,1972,1978,F-C,6-8,220.0,"August 31, 1948",Villanova University,77875.0
2999,Kevin Porter,1973,1983,G,6-0,170.0,"April 17, 1950",Saint Francis University,77876.0
3001,Terry Porter,1986,2002,G,6-3,195.0,"April 8, 1963",University of Wisconsin-Stevens Point,345.0
3002,Willie Porter,1968,1969,F,6-7,205.0,"July 3, 1942",Tennessee State University,80509.0
3003,Bobby Portis,2016,2018,F,6-11,230.0,"February 10, 1995",University of Arkansas,1626171.0
3004,Bob Portman,1970,1973,F,6-5,200.0,"March 22, 1947",Creighton University,77878.0
3005,James Posey,2000,2011,F-G,6-8,215.0,"January 13, 1977",Xavier University,1899.0
3006,Lavor Postell,2001,2003,G,6-5,215.0,"February 26, 1978",St. John's University,2068.0
3008,Vitaly Potapenko,1997,2007,C,6-10,280.0,"March 21, 1975",Wright State University,958.0
3009,Leon Powe,2007,2011,F,6-8,240.0,"January 22, 1984",University of California,200796.0
3010,Cincinnatus Powell,1968,1975,F-C,6-7,220.0,"February 25, 1942",University of Portland,80532.0
3011,Dwight Powell,2015,2018,F-C,6-11,240.0,"July 20, 1991",Stanford University,203939.0
3014,Norman Powell,2016,2018,G,6-4,215.0,"May 25, 1993","University of California, Los Angeles",1626181.0
3017,Marlbert Pradd,1968,1969,G,6-3,170.0,"November 17, 1944",Dillard University,80497.0
3019,Paul Pressey,1983,1993,G-F,6-5,185.0,"December 24, 1958",University of Tulsa,77879.0
3021,Dominic Pressley,1989,1989,G,6-2,170.0,"May 30, 1964",Boston College,77880.0
3022,Harold Pressley,1987,1990,F-G,6-7,210.0,"July 14, 1963",Villanova University,77881.0
3023,Stephen Previs,1973,1973,G,6-3,183.0,"February 9, 1950",University of North Carolina,81432.0
3025,Brent Price,1993,2002,G,6-1,165.0,"December 9, 1968",University of Oklahoma,85.0
3026,Jim Price,1973,1979,G,6-3,195.0,"November 27, 1949",University of Louisville,77883.0
